	OG	KO.id	KO.description	L1_Col	L1_TSB	L1_FC	DEG	Plant Associated
cds2732	OG0001385	K01756	purB; adenylosuccinate lyase [EC:4.3.2.2]	6.08882894823051	7.05115911297717	0.145355239506145	nonDEG	nonPA
cds2733	OG0000390	K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]	7.05602771354351	7.74839488803218	-0.0640667654054655	nonDEG	nonPA
cds2734				7.21783665593359	7.51988621651228	0.544097339459295	nonDEG	nonPA
cds2735	OG0004436			6.6935400997934	6.0990220005366	1.21670476837979	nonDEG	nonPA
cds2736	OG0003121	K08972	putative membrane protein	4.96746965547288	4.44002004009591	0.556561421001515	nonDEG	nonPA
cds2739	OG0000271	K00162	PDHB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	6.46268294152415	4.41901677425397	3.04527251876539	up	nonPA
cds2740	OG0000088	K00658	DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	6.1817902653965	3.4249907435864	1.7833067242834	nonDEG	nonPA
cds2741	OG0000372	K09815	znuA; zinc transport system substrate-binding protein	6.09211612642298	5.18384659741556	1.21209587615586	nonDEG	PA
cds2743	OG0000428	K09816	znuB; zinc transport system permease protein	5.46746965547288	3.05738714172514	2.50454353383355	nonDEG	PA
cds2744	OG0000325	K03711	fur; Fur family transcriptional regulator, ferric uptake regulator	7.02015010635058	3.04070691422527	2.60266944323304	nonDEG	nonPA
cds2745	OG0003886	K07089	uncharacterized protein	6.56071848771328	3.26318180119631	2.09049148105127	nonDEG	PA
cds2746	OG0006288	K08986	ycgQ; putative membrane protein	7.58316842788215	5.246878601036	3.01539938308466	up	nonPA
cds2747				7.50803654771274	5.70781538004746	0.850273172366556	nonDEG	nonPA
cds2748	OG0000176			7.41472870657211	1.76589743575309	6.19550364644702	up	nonPA
cds2749	OG0001589	K10536	aguA; agmatine deiminase [EC:3.5.3.12]	6.49855259955302	3.81918788134589	3.46185132690469	up	nonPA
cds275	OG0000483	K22468	ppk2; polyphosphate kinase [EC:2.7.4.1]	6.2143254902562	5.02768465044714	1.15343401583111	nonDEG	nonPA
cds2750	OG0002063			7.47620356361792	7.68912363664586	0.416259535124543	nonDEG	nonPA
cds2751	OG0002924	K01426	E3.5.1.4; amidase [EC:3.5.1.4]	5.51600768515238	4.69301734026131	1.89798137348032	nonDEG	nonPA
cds2752	OG0003553	K18476	tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein	6.14568098843444	5.2789503727891	-0.339057119058247	nonDEG	nonPA
cds2754	OG0003610			5.39146810875036	3.89666991001268	1.42271662608628	nonDEG	nonPA
cds2755	OG0003778			5.74300404642429	9.51840878584057	-2.1984025416616	nonDEG	nonPA
cds2756	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin	7.20182948431261	7.12108990782945	0.68938235365833	nonDEG	nonPA
cds2757	OG0000351	K00480	E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1]	5.73973717363799	4.46348314939304	1.07544142849264	nonDEG	nonPA
cds2759	OG0002619			6.1082199707211	4.1860732858275	1.77508081628773	nonDEG	nonPA
cds276	OG0003618	K02551	menD; 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	7.36622754422293	7.37896901092572	-0.0158182151648902	nonDEG	PA
cds2760	OG0000176			5.93436210795043	7.36341559932527	-0.154893418247666	nonDEG	nonPA
cds2761	OG0000454			4.01186526395419	4.96213564761384	-1.86644508138473	nonDEG	nonPA
cds2762	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]	6.50600853722917	5.94590422868315	1.72963970704659	nonDEG	PA
cds2764	OG0002298	K16211	malY; maltose/moltooligosaccharide transporter	5.94725592327742	3.94819558904897	2.01685196155874	nonDEG	nonPA
cds2765	OG0002096	K01190	lacZ; beta-galactosidase [EC:3.2.1.23]	5.83188593288635	5.58714790523643	1.05288487844356	nonDEG	nonPA
cds2767	OG0000050	K19591	cueR; MerR family transcriptional regulator, copper efflux regulator	4.18610845282537	4.43381481404013	-1.13247796823985	nonDEG	nonPA
cds277	OG0006324			6.60857343765934	5.63277598947829	0.909880052420875	nonDEG	nonPA
cds2770	OG0000383	K08234	yaeR; glyoxylase I family protein	3.87341347026933	6.62188279422491	-2.62158728969103	nonDEG	PA
cds2772	OG0000013	K02529	lacI; LacI family transcriptional regulator	6.71230498209528	4.40063625618982	1.32734922854363	nonDEG	PA
cds2774	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein	6.14557372838123	3.40152763428926	2.63012341826075	nonDEG	PA
cds2777	OG0000220	K00884	NAGK; N-acetylglucosamine kinase [EC:2.7.1.59]	4.60114595210422	4.48417013877046	-0.628095391229104	nonDEG	nonPA
cds2778	OG0006294	K19355	MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	6.9391952978488	6.4620497702485	1.10614504885157	nonDEG	nonPA
cds2779	OG0004478	K01809	manA; mannose-6-phosphate isomerase [EC:5.3.1.8]	6.07877312619431	3.40152763428926	2.39771901014455	nonDEG	nonPA
cds278				8.03061585160115	7.68632505209639	1.01736217001544	nonDEG	nonPA
cds2782	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial	6.31768951454343	4.93284472893873	1.47754908892749	nonDEG	nonPA
cds2784	OG0000013	K02529	lacI; LacI family transcriptional regulator	6.25391448968317	2.23757660217937	3.77812492017684	nonDEG	PA
cds2785	OG0000081	K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	11.4904675850384	3.22488725523486	8.37797167549508	up	PA
cds2786				7.09932810520453	3.09923076908642	2.95946219553471	nonDEG	nonPA
cds2787	OG0000398	K03306	TC.PIT; inorganic phosphate transporter, PiT family	5.59682776467534	4.29421826932681	0.354418872235091	nonDEG	nonPA
cds2788				6.29599174047927	5.35211064809462	2.01566519285882	nonDEG	nonPA
cds2789				6.03437751771301	5.02537817913388	0.921643764675779	nonDEG	nonPA
cds279	OG0003613	K02548	menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]	7.98550773416835	8.31154545626336	0.260326223905903	nonDEG	nonPA
cds2790	OG0000121	K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]	6.55184304514581	6.74992542468498	0.432597912721659	nonDEG	nonPA
cds2792	OG0000988			6.87341347026933	5.55467150716836	1.30951612437398	nonDEG	nonPA
cds2794				6.47129688259149	4.8012972370304	0.721100957877047	nonDEG	nonPA
cds2796				6.01186526395419	3.63637567311387	1.41441213969548	nonDEG	nonPA
cds2797	OG0005108			6.90332563981994	7.12677087728734	0.443725871713991	nonDEG	nonPA
cds2798	OG0006295			5.82685876807359	5.92415149884058	0.0674694518640043	nonDEG	nonPA
cds28	OG0001348	K10947	padR; PadR family transcriptional regulator, regulatory protein PadR	7.30158567024531	5.22488725523486	1.1270785171468	nonDEG	nonPA
cds280	OG0000104	K16568	exoZ; exopolysaccharide production protein ExoZ	6.51335063933917	7.29384960107577	-0.100065534003399	nonDEG	nonPA
cds2801				6.96265840714594	6.85513926564126	1.08847526687356	nonDEG	nonPA
cds2802	OG0000188	K12255	gbuA; guanidinobutyrase [EC:3.5.3.7]	6.89646015303667	5.41729620588205	1.83078008916297	nonDEG	nonPA
cds2803	OG0000069	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon	6.72295061511157	4.06819430095593	2.67762071593558	nonDEG	nonPA
cds2805				6.37125437655489	7.36867137127804	-1.04998598242351	nonDEG	nonPA
cds2806	OG0001241	K01193	INV; beta-fructofuranosidase [EC:3.2.1.26]	6.75571575605322	7.80283904125798	-0.289599074744884	nonDEG	PA
cds2808	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein	6.42216228156385	6.5582205885682	0.991279807941458	nonDEG	nonPA
cds281	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]	6.11455156840467	8.14446079689924	-1.32178702459434	nonDEG	nonPA
cds2813	OG0000175	K16264	czcD; cobalt-zinc-cadmium efflux system protein	3.01186526395419	5.19436484204051	-3.06622812735779	nonDEG	nonPA
cds2814	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	7.06057757074152	7.4427397855572	-1.28690772770622	nonDEG	nonPA
cds2815				7.59767755306246	4.44817105467075	3.80519767239496	up	nonPA
cds2817	OG0000182			6.71317132947792	2.48323180023477	4.4060282878444	up	nonPA
cds2819	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	7.00849291506258	3.34488596714182	3.79942462547934	up	nonPA
cds282	OG0000034	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]	5.96265840714594	6.65013553181461	-0.0782731598524665	nonDEG	nonPA
cds2820	OG0000232	K19337	hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator	5.87114711650169	6.48613471018008	-0.42637165786719	nonDEG	nonPA
cds2821	OG0001128	K02042	phnE; phosphonate transport system permease protein	5.45837597099048	4.90220389912505	0.560900518880534	nonDEG	nonPA
cds2824	OG0001468	K02044	phnD; phosphonate transport system substrate-binding protein	7.06057757074152	6.10850717667322	0.034319900779162	nonDEG	nonPA
cds2825				6.54301897469208	2.31170740929152	4.89422030879771	up	nonPA
cds2826	NA	NA	NA	10.059536168029	3.99886328686399	6.63038815294477	up	nonPA
cds2827	OG0001154			6.05602771354351	3.95753371443883	2.78654786358868	up	nonPA
cds2828	OG0002381			4.6603615419431	6.27132229179512	-0.504345978736733	nonDEG	nonPA
cds2829	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]	5.73203250560005	3.16469650668759	3.80823376379731	up	nonPA
cds2830	OG0001241	K01193	INV; beta-fructofuranosidase [EC:3.2.1.26]	6.76205640351775	9.21838241504869	-1.08216032864678	nonDEG	PA
cds2833	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein	4.58623073483095	5.17174872388645	0.0795247192690615	nonDEG	PA
cds2835	OG0000058	K00874	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	6.93618025131447	6.05589411557837	1.90481339446339	nonDEG	nonPA
cds2836	OG0000050	K19591	cueR; MerR family transcriptional regulator, copper efflux regulator	5.63651173490428	5.57735330297606	0.710369140041911	nonDEG	nonPA
cds2839				7.18024315552945	3.91904130863219	3.00577140062033	nonDEG	nonPA
cds284	OG0000098	K01684	dgoD; galactonate dehydratase [EC:4.2.1.6]	7.13257712598993	7.08399317012925	0.860250951614604	nonDEG	nonPA
cds2840	OG0000465	K03320	amt; ammonium transporter, Amt family	5.6603615419431	6.41773533408492	-0.13613727772736	nonDEG	PA
cds2841	OG0000500	K06975	uncharacterized protein	6.18364674472008	5.17683764277088	1.99086217785739	nonDEG	PA
cds2842				7.06721190011386	3.61400427449436	4.12287929647395	up	nonPA
cds2843	OG0002811			7.90332563981994	2.43431825777306	6.76685491579514	up	nonPA
cds2846	OG0000267	K13573	pafC; proteasome accessory factor C	6.11455156840467	8.49604477534736	-1.57640569863848	nonDEG	nonPA
cds285	OG0003125			5.97620573531172	7.63831856166064	-0.644711623629246	nonDEG	nonPA
cds2850	OG0000013	K02529	lacI; LacI family transcriptional regulator	5.40286031479611	4.52769817537384	0.774395325756748	nonDEG	PA
cds2853	OG0000777	K10117	msmE; raffinose/stachyose/melibiose transport system substrate-binding protein	7.24189626735243	6.51728111924941	0.658793906330408	nonDEG	PA
cds2854	OG0005150	K01193	INV; beta-fructofuranosidase [EC:3.2.1.26]	6.14568098843444	5.27054639147985	-0.324417582686055	nonDEG	PA
cds2856				7.05602771354351	4.6535524399939	2.96226235364804	up	nonPA
cds2858	OG0000131	K03116	tatA; sec-independent protein translocase protein TatA	5.53437751771301	3.89666991001268	2.64292646738636	nonDEG	nonPA
cds286	OG0003962	K07399	resB; cytochrome c biogenesis protein	6.49737722699112	5.87420763010272	0.675883281704693	nonDEG	nonPA
cds2862	OG0001794	K00547	mmuM; homocysteine S-methyltransferase [EC:2.1.1.10]	7.37609651692384	8.16011186607725	-0.0163189523038633	nonDEG	nonPA
cds2865	OG0005068			2.60114595210422	5.03692029350376	-3.02289998877428	nonDEG	nonPA
cds2866	OG0001167	K07734	paiB; transcriptional regulator	7.87583825308928	6.18192270547874	2.42309641837169	up	PA
cds2867	OG0001394			5.83785990221877	5.04493152423697	1.51254330691076	nonDEG	nonPA
cds2868	OG0000079	K05825	LYSN; 2-aminoadipate transaminase [EC:2.6.1.-]	5.47388573907176	2.01155263380849	4.50384726824093	up	nonPA
cds2869	OG0001470			7.3194548497764	3.95753371443883	4.11133027923474	up	nonPA
cds287	OG0003612	K06196	ccdA; cytochrome c-type biogenesis protein	8.89626089906356	9.2273158912694	0.356229407742681	nonDEG	nonPA
cds2870				6.70045688772492	2.75235010758731	3.57289184797592	nonDEG	nonPA
cds2871	OG0002550			6.87772044080299	3.65670588307692	4.16284613091991	up	nonPA
cds2872				4.87341347026933	4.30167420700296	0.540818307386371	nonDEG	nonPA
cds2873	OG0002537	K07727	putative transcriptional regulator	5.73973717363799	4.69301734026131	1.11153174763236	nonDEG	nonPA
cds2874	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein	6.43519952937553	5.07416827028835	1.54055724462213	nonDEG	PA
cds2875	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein	8.10509269578635	6.85846648248644	1.8281616873484	up	PA
cds2876	OG0000527	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein	6.1817902653965	4.10483353164861	0.889177961364848	nonDEG	PA
cds2879	OG0000050	K19591	cueR; MerR family transcriptional regulator, copper efflux regulator	6.29747578234796	2.14989846690144	3.74138243494269	nonDEG	nonPA
cds288	OG0000110	K02199	ccmG; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	7.88254188987575	9.08517738195949	-0.539801477121345	nonDEG	nonPA
cds2880	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]	4.60114595210422	4.23808620426341	0.0884584402576443	nonDEG	PA
cds2881	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]	8.05366457194807	4.2488705358612	4.31850570880104	up	PA
cds2882	OG0000013	K02529	lacI; LacI family transcriptional regulator	7.67379144895167	3.01155263380849	4.78395668951029	up	PA
cds2883				5.6935400997934	2.61400427449436	3.85770415589039	nonDEG	nonPA
cds2884				10.9587744547882	4.81750347210379	6.12921004240524	up	nonPA
cds2885	OG0000083	K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	8.9749125229894	3.50883699925172	5.0876695682116	up	nonPA
cds2887	OG0004012	K01442	E3.5.1.24; choloylglycine hydrolase [EC:3.5.1.24]	5.93989887837665	4.15587243623386	1.85418145928111	nonDEG	nonPA
cds2888	OG0000013	K02529	lacI; LacI family transcriptional regulator	7.56071848771328	5.6825205782187	0.767103571093338	nonDEG	PA
cds2889	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	5.75018176694084	5.93593236938172	0.563705867564739	nonDEG	nonPA
cds289	OG0006210			4.01186526395419	6.04853987924097	-2.95327128698346	nonDEG	nonPA
cds2891	OG0000667	K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	6.09898685838978	5.1814776352508	1.05334690777029	nonDEG	PA
cds2893	NA	NA	NA	6.06057757074152	3.19299280588309	1.03907789384319	nonDEG	nonPA
cds2894	OG0004447			5.60114595210422	4.30030217084555	0.155475300013081	nonDEG	nonPA
cds2895	OG0000100	K19270	yfbT; sugar-phosphatase [EC:3.1.3.23]	6.50803654771274	4.2766466637275	1.1913804551497	nonDEG	nonPA
cds2898	OG0005111	K10554	frcA; fructose transport system ATP-binding protein	4.930469364751	2.14989846690144	4.05104123105939	nonDEG	PA
cds2899	OG0000084	K10440	rbsC; ribose transport system permease protein	7.7751268445817	5.29449648648641	3.04006893516377	up	nonPA
cds290	OG0002538	K01893	NARS; asparaginyl-tRNA synthetase [EC:6.1.1.22]	7.21018306905801	8.2854306581275	-0.951204097766571	nonDEG	PA
cds2900	OG0000115	K10439	rbsB; ribose transport system substrate-binding protein	6.14568098843444	6.35681023656222	-1.39365932331952	nonDEG	nonPA
cds2901				5.77107095354653	4.59651513452965	0.286893692330353	nonDEG	nonPA
cds2903	OG0000119	K00864	glpK; glycerol kinase [EC:2.7.1.30]	4.18610845282537	5.02440371406496	-1.60479803874649	nonDEG	nonPA
cds2904	OG0000081	K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	7.24500214187894	6.47565844140141	-0.168277442261852	nonDEG	PA
cds2906	OG0005151	K00848	rhaB; rhamnulokinase [EC:2.7.1.5]	6.22585181392248	6.08195223886011	0.751662977174558	nonDEG	PA
cds2907				6.45780068286935	5.86563344188218	1.18767047347096	nonDEG	nonPA
cds2909	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	7.50452656888544	7.69712440807323	0.530902894359769	nonDEG	nonPA
cds291	OG0001596	K06205	mioC; MioC protein	7.26495527234878	8.93099110110728	-0.737485710168755	nonDEG	nonPA
cds2911				8.08234482734179	7.30314505977937	1.66583086399591	nonDEG	nonPA
cds2912	OG0000119	K00864	glpK; glycerol kinase [EC:2.7.1.30]	7.54078742383408	3.52149294931806	4.71959658847976	up	nonPA
cds2914	OG0000013	K02529	lacI; LacI family transcriptional regulator	6.25289740149761	8.49905339134091	-1.22890632690297	nonDEG	PA
cds2915				8.15261027658959	7.90850690948017	0.85720224911117	nonDEG	nonPA
cds2916	OG0001239			7.37375471708407	5.20251585661535	2.09970106469448	nonDEG	nonPA
cds2917	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	8.28950761959054	7.53026073882786	1.411835313612	nonDEG	PA
cds2918				6.3300232964589	6.65226542357764	0.131455791138161	nonDEG	nonPA
cds2919				7.44284927094126	7.49422400267117	0.554761661857363	nonDEG	nonPA
cds292	OG0000222	K02493	hemK; release factor glutamine methyltransferase [EC:2.1.1.297]	8.46177128561707	10.1290139477246	-0.998374051501072	nonDEG	nonPA
cds2920	OG0001565	K08281	pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	6.39146810875036	5.97548053488126	0.480313116340278	nonDEG	nonPA
cds2921	OG0000209	K07003	uncharacterized protein	9.25803575229318	6.5131658581631	2.82302848574229	up	PA
cds2922	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]	9.14521671643786	5.38366728755431	4.37478605299746	up	nonPA
cds2923	OG0006296			10.6946614940464	6.27662185684417	4.99587019342612	up	nonPA
cds2924				7.71700320909053	8.69108216889898	-0.359441555684972	nonDEG	nonPA
cds2925	OG0003617	K07110	ramB; XRE family transcriptional regulator, fatty acid utilization regulator	9.93557141813761	9.60485478023072	0.948908808492603	nonDEG	PA
cds2926	OG0004476	K01596	E4.1.1.32; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	5.48460968093755	5.98450704623336	-0.513035758618924	nonDEG	nonPA
cds2927	OG0005152			5.80084946475586	6.35211064809462	0.360917213077216	nonDEG	nonPA
cds2928	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial	10.1074476077022	10.2938101629162	0.510544900393086	nonDEG	nonPA
cds2929	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter	9.70159678501422	11.0179660227684	-0.636523914329604	nonDEG	nonPA
cds293	OG0004446			4.39146810875036	6.28651236953763	-1.74727374246592	nonDEG	nonPA
cds2930	OG0000953	K00794	ribH; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	10.194566883711	10.5924744261293	0.209563484094808	nonDEG	nonPA
cds2931	OG0000173	K14652	ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	8.26135416856094	9.44217731106994	-0.405828298566611	nonDEG	nonPA
cds2932	OG0000762	K00793	ribE; riboflavin synthase [EC:2.5.1.9]	8.35263340762671	7.11428490101334	1.87725616900059	up	nonPA
cds2933	OG0000617	K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	8.17168001000314	8.41887418768966	0.496415111981125	nonDEG	nonPA
cds2934	OG0001151	K05311	cggR; central glycolytic genes regulator	5.87114711650169	4.97649188824447	0.947889245713614	nonDEG	nonPA
